Sample ID,Sample resolution [m],state
354986103387_0.2,0.2,1
354986103387_0.15,0.15,1
354986103387_0.1,0.1,1
354986103387_0.05,0.05,0
354996351484_0.25,0.25,1
354996351484_0.2,0.2,1
354996351484_0.15,0.15,1
354996351484_0.1,0.1,1
354996351484_0.05,0.05,0
355408344443_0.25,0.25,1
355408344443_0.2,0.2,1
355408344443_0.15,0.15,1
355408344443_0.1,0.1,1
355408344443_0.05,0.05,0
355878872333_0.25,0.25,1
355878872333_0.2,0.2,1
355878872333_0.15,0.15,1
355878872333_0.1,0.1,1
355878872333_0.05,0.05,0
356048371646_0.25,0.25,1
356048371646_0.2,0.2,1
356048371646_0.15,0.15,1
356048371646_0.1,0.1,1
356048371646_0.05,0.05,0
356233664962_0.25,0.25,1
356233664962_0.2,0.2,1
356233664962_0.15,0.15,1
356233664962_0.1,0.1,1
356233664962_0.05,0.05,0
356522547394_0.25,0.25,1
356522547394_0.2,0.2,1
356522547394_0.15,0.15,1
356522547394_0.1,0.1,1
356522547394_0.05,0.05,0
356806038831_0.25,0.25,1
356806038831_0.2,0.2,1
356806038831_0.15,0.15,1
356806038831_0.1,0.1,1
356806038831_0.05,0.05,0
356901280084_0.25,0.25,1
356901280084_0.2,0.2,1
356901280084_0.15,0.15,1
356901280084_0.1,0.1,1
356901280084_0.05,0.05,0
356983007256_0.25,0.25,1
356983007256_0.2,0.2,1
356983007256_0.15,0.15,1
356983007256_0.1,0.1,1
356983007256_0.05,0.05,0
357425002434_0.25,0.25,1
357425002434_0.2,0.2,1
357425002434_0.15,0.15,1
357425002434_0.1,0.1,1
357425002434_0.05,0.05,0
357503716617_0.25,0.25,1
357503716617_0.2,0.2,1
357503716617_0.15,0.15,1
357503716617_0.1,0.1,1
357503716617_0.05,0.05,0
357771528525_0.25,0.25,1
357771528525_0.2,0.2,1
357771528525_0.15,0.15,1
357771528525_0.1,0.1,1
357771528525_0.05,0.05,0
357829278447_0.25,0.25,1
357829278447_0.2,0.2,1
357829278447_0.15,0.15,1
357829278447_0.1,0.1,1
357829278447_0.05,0.05,0
358053034769_0.25,0.25,1
358053034769_0.2,0.2,1
358053034769_0.15,0.15,1
358053034769_0.1,0.1,1
358053034769_0.05,0.05,0
358130069171_0.25,0.25,1
358130069171_0.2,0.2,1
358130069171_0.15,0.15,1
358130069171_0.1,0.1,1
358130069171_0.05,0.05,0
358410095879_0.25,0.25,1
358410095879_0.2,0.2,1
358410095879_0.15,0.15,1
358410095879_0.1,0.1,1
358410095879_0.05,0.05,0
358421458278_0.25,0.25,1
358421458278_0.2,0.2,1
358421458278_0.15,0.15,1
358421458278_0.1,0.1,1
358421458278_0.05,0.05,0
358448543976_0.25,0.25,1
358448543976_0.2,0.2,1
358448543976_0.15,0.15,1
358448543976_0.1,0.1,1
358448543976_0.05,0.05,0
358471066097_0.25,0.25,1
358471066097_0.2,0.2,1
358471066097_0.15,0.15,1
358471066097_0.1,0.1,1
358471066097_0.05,0.05,0
358715364289_0.25,0.25,1
358715364289_0.2,0.2,1
358715364289_0.15,0.15,1
358715364289_0.1,0.1,1
358715364289_0.05,0.05,0
358952295032_0.25,0.25,1
358952295032_0.2,0.2,1
358952295032_0.15,0.15,1
358952295032_0.1,0.1,1
358952295032_0.05,0.05,0
358994359532_0.25,0.25,1
358994359532_0.2,0.2,1
358994359532_0.15,0.15,1
358994359532_0.1,0.1,1
358994359532_0.05,0.05,0
359009335878_0.25,0.25,1
359009335878_0.2,0.2,1
359009335878_0.15,0.15,1
359009335878_0.1,0.1,1
359009335878_0.05,0.05,0
359047503864_0.25,0.25,1
359047503864_0.2,0.2,1
359047503864_0.15,0.15,1
359047503864_0.1,0.1,1
359047503864_0.05,0.05,0
359149990564_0.25,0.25,1
359149990564_0.2,0.2,1
359149990564_0.15,0.15,1
359149990564_0.1,0.1,1
359149990564_0.05,0.05,0
359216988264_0.25,0.25,1
359216988264_0.2,0.2,1
359216988264_0.15,0.15,1
359216988264_0.1,0.1,1
359216988264_0.05,0.05,0
359389605193_0.25,0.25,1
359389605193_0.2,0.2,1
359389605193_0.15,0.15,1
359389605193_0.1,0.1,1
359389605193_0.05,0.05,0
359461319662_0.25,0.25,1
359461319662_0.2,0.2,1
359461319662_0.15,0.15,1
359461319662_0.1,0.1,1
359461319662_0.05,0.05,0
359498313477_0.25,0.25,1
359498313477_0.2,0.2,1
359498313477_0.15,0.15,1
359498313477_0.1,0.1,1
359498313477_0.05,0.05,0
359710744585_0.25,0.25,1
359710744585_0.2,0.2,1
359710744585_0.15,0.15,1
359710744585_0.1,0.1,1
359710744585_0.05,0.05,0
359822858442_0.25,0.25,1
359822858442_0.2,0.2,1
359822858442_0.15,0.15,1
359822858442_0.1,0.1,1
359822858442_0.05,0.05,0
359844149872_0.25,0.25,1
359844149872_0.2,0.2,1
359844149872_0.15,0.15,1
359844149872_0.1,0.1,1
359844149872_0.05,0.05,0
360159058617_0.25,0.25,1
360159058617_0.2,0.2,1
360159058617_0.15,0.15,1
360159058617_0.1,0.1,1
360159058617_0.05,0.05,0
360214828552_0.25,0.25,1
360214828552_0.2,0.2,1
360214828552_0.15,0.15,1
360214828552_0.1,0.1,1
360214828552_0.05,0.05,0
360236063695_0.25,0.25,1
360236063695_0.2,0.2,1
360236063695_0.15,0.15,1
360236063695_0.1,0.1,1
360236063695_0.05,0.05,0
360428581914_0.25,0.25,1
360428581914_0.2,0.2,1
360428581914_0.15,0.15,1
360428581914_0.1,0.1,1
360428581914_0.05,0.05,0
360437270456_0.25,0.25,1
360437270456_0.2,0.2,1
360437270456_0.15,0.15,1
360437270456_0.1,0.1,1
360437270456_0.05,0.05,0
360644911586_0.25,0.25,1
360644911586_0.2,0.2,1
360644911586_0.15,0.15,1
360644911586_0.1,0.1,1
360644911586_0.05,0.05,0
360863729254_0.25,0.25,1
360863729254_0.2,0.2,1
360863729254_0.15,0.15,1
360863729254_0.1,0.1,1
360863729254_0.05,0.05,0
360961509042_0.25,0.25,1
360961509042_0.2,0.2,1
360961509042_0.15,0.15,1
360961509042_0.1,0.1,1
360961509042_0.05,0.05,0
361310554128_0.25,0.25,1
361310554128_0.2,0.2,1
361310554128_0.15,0.15,1
361310554128_0.1,0.1,1
361310554128_0.05,0.05,0
361499142159_0.25,0.25,1
361499142159_0.2,0.2,1
361499142159_0.15,0.15,1
361499142159_0.1,0.1,1
361499142159_0.05,0.05,0
361520142339_0.25,0.25,1
361520142339_0.2,0.2,1
361520142339_0.15,0.15,1
361520142339_0.1,0.1,1
361520142339_0.05,0.05,0
361667705241_0.25,0.25,1
361667705241_0.2,0.2,1
361667705241_0.15,0.15,1
361667705241_0.1,0.1,1
361667705241_0.05,0.05,0
361861902966_0.25,0.25,1
361861902966_0.2,0.2,1
361861902966_0.15,0.15,1
361861902966_0.1,0.1,1
361861902966_0.05,0.05,0
361966095360_0.25,0.25,1
361966095360_0.2,0.2,1
361966095360_0.15,0.15,1
361966095360_0.1,0.1,1
361966095360_0.05,0.05,0
362220088992_0.25,0.25,1
362220088992_0.2,0.2,1
362220088992_0.15,0.15,1
362220088992_0.1,0.1,1
362220088992_0.05,0.05,0
362232421435_0.25,0.25,1
362232421435_0.2,0.2,1
362232421435_0.15,0.15,1
362232421435_0.1,0.1,1
362232421435_0.05,0.05,0
362413967041_0.25,0.25,1
362413967041_0.2,0.2,1
362413967041_0.15,0.15,1
362413967041_0.1,0.1,1
362413967041_0.05,0.05,0
362960815807_0.25,0.25,1
362960815807_0.2,0.2,1
362960815807_0.15,0.15,1
362960815807_0.1,0.1,1
362960815807_0.05,0.05,0
363231139084_0.25,0.25,1
363231139084_0.2,0.2,1
363231139084_0.15,0.15,1
363231139084_0.1,0.1,1
363231139084_0.05,0.05,0
363263931404_0.25,0.25,1
363263931404_0.2,0.2,1
363263931404_0.15,0.15,1
363263931404_0.1,0.1,1
363263931404_0.05,0.05,0
363333337495_0.25,0.25,1
363333337495_0.2,0.2,1
363333337495_0.15,0.15,1
363333337495_0.1,0.1,1
363333337495_0.05,0.05,0
363363854918_0.25,0.25,1
363363854918_0.2,0.2,1
363363854918_0.15,0.15,1
363363854918_0.1,0.1,1
363363854918_0.05,0.05,0
363720322856_0.25,0.25,1
363720322856_0.2,0.2,1
363720322856_0.15,0.15,1
363720322856_0.1,0.1,1
363720322856_0.05,0.05,0
363779869076_0.25,0.25,1
363779869076_0.2,0.2,1
363779869076_0.15,0.15,1
363779869076_0.1,0.1,1
363779869076_0.05,0.05,0
364062319839_0.25,0.25,1
364062319839_0.2,0.2,1
364062319839_0.15,0.15,1
364062319839_0.1,0.1,1
364062319839_0.05,0.05,0
364069130234_0.25,0.25,1
364069130234_0.2,0.2,1
364069130234_0.15,0.15,1
364069130234_0.1,0.1,1
364069130234_0.05,0.05,0
364082212441_0.25,0.25,1
364082212441_0.2,0.2,1
364082212441_0.15,0.15,1
364082212441_0.1,0.1,1
364082212441_0.05,0.05,0
364101495134_0.25,0.25,1
364101495134_0.2,0.2,1
364101495134_0.15,0.15,1
364101495134_0.1,0.1,1
364101495134_0.05,0.05,0
364127243648_0.25,0.25,1
364127243648_0.2,0.2,1
364127243648_0.15,0.15,1
364127243648_0.1,0.1,1
364127243648_0.05,0.05,0
364728655438_0.25,0.25,1
364728655438_0.2,0.2,1
364728655438_0.15,0.15,1
364728655438_0.1,0.1,1
364728655438_0.05,0.05,0
364976797557_0.25,0.25,1
364976797557_0.2,0.2,1
364976797557_0.15,0.15,1
364976797557_0.1,0.1,1
364976797557_0.05,0.05,0
365093239490_0.25,0.25,1
365093239490_0.2,0.2,1
365093239490_0.15,0.15,1
365093239490_0.1,0.1,1
365093239490_0.05,0.05,0
365234997799_0.25,0.25,1
365234997799_0.2,0.2,1
365234997799_0.15,0.15,1
365234997799_0.1,0.1,1
365234997799_0.05,0.05,0
365985909478_0.25,0.25,1
365985909478_0.2,0.2,1
365985909478_0.15,0.15,1
365985909478_0.1,0.1,1
365985909478_0.05,0.05,0
366131935199_0.25,0.25,1
366131935199_0.2,0.2,1
366131935199_0.15,0.15,1
366131935199_0.1,0.1,1
366131935199_0.05,0.05,0
366143906142_0.25,0.25,1
366143906142_0.2,0.2,1
366143906142_0.15,0.15,1
366143906142_0.1,0.1,1
366143906142_0.05,0.05,0
366200634312_0.25,0.25,1
366200634312_0.2,0.2,1
366200634312_0.15,0.15,1
366200634312_0.1,0.1,1
366200634312_0.05,0.05,0
366357927401_0.25,0.25,1
366357927401_0.2,0.2,1
366357927401_0.15,0.15,1
366357927401_0.1,0.1,1
366357927401_0.05,0.05,0
366439545753_0.25,0.25,1
366439545753_0.2,0.2,1
366439545753_0.15,0.15,1
366439545753_0.1,0.1,1
366439545753_0.05,0.05,0
366714503754_0.25,0.25,1
366714503754_0.2,0.2,1
366714503754_0.15,0.15,1
366714503754_0.1,0.1,1
366714503754_0.05,0.05,0
366810128547_0.25,0.25,1
366810128547_0.2,0.2,1
366810128547_0.15,0.15,1
366810128547_0.1,0.1,1
366810128547_0.05,0.05,0
367127345220_0.25,0.25,1
367127345220_0.2,0.2,1
367127345220_0.15,0.15,1
367127345220_0.1,0.1,1
367127345220_0.05,0.05,0
367236318869_0.25,0.25,1
367236318869_0.2,0.2,1
367236318869_0.15,0.15,1
367236318869_0.1,0.1,1
367236318869_0.05,0.05,0
367304809344_0.25,0.25,1
367304809344_0.2,0.2,1
367304809344_0.15,0.15,1
367304809344_0.1,0.1,1
367304809344_0.05,0.05,0
367412270628_0.25,0.25,1
367412270628_0.2,0.2,1
367412270628_0.15,0.15,1
367412270628_0.1,0.1,1
367412270628_0.05,0.05,0
367714339873_0.25,0.25,1
367714339873_0.2,0.2,1
367714339873_0.15,0.15,1
367714339873_0.1,0.1,1
367714339873_0.05,0.05,0
367806478277_0.25,0.25,1
367806478277_0.2,0.2,1
367806478277_0.15,0.15,1
367806478277_0.1,0.1,1
367806478277_0.05,0.05,0
367920241398_0.25,0.25,1
367920241398_0.2,0.2,1
367920241398_0.15,0.15,1
367920241398_0.1,0.1,1
367920241398_0.05,0.05,0
368181441384_0.25,0.25,1
368181441384_0.2,0.2,1
368181441384_0.15,0.15,1
368181441384_0.1,0.1,1
368181441384_0.05,0.05,0
368233140721_0.25,0.25,1
368233140721_0.2,0.2,1
368233140721_0.15,0.15,1
368233140721_0.1,0.1,1
368233140721_0.05,0.05,0
368418409836_0.25,0.25,1
368418409836_0.2,0.2,1
368418409836_0.15,0.15,1
368418409836_0.1,0.1,1
368418409836_0.05,0.05,0
368586593681_0.25,0.25,1
368586593681_0.2,0.2,1
368586593681_0.15,0.15,1
368586593681_0.1,0.1,1
368586593681_0.05,0.05,0
368840000956_0.25,0.25,1
368840000956_0.2,0.2,1
368840000956_0.15,0.15,1
368840000956_0.1,0.1,1
368840000956_0.05,0.05,0
368942700566_0.25,0.25,1
368942700566_0.2,0.2,1
368942700566_0.15,0.15,1
368942700566_0.1,0.1,1
368942700566_0.05,0.05,0
369222607190_0.25,0.25,1
369222607190_0.2,0.2,1
369222607190_0.15,0.15,1
369222607190_0.1,0.1,1
369222607190_0.05,0.05,0
369233273274_0.25,0.25,1
369233273274_0.2,0.2,1
369233273274_0.15,0.15,1
369233273274_0.1,0.1,1
369233273274_0.05,0.05,0
369413147085_0.25,0.25,1
369413147085_0.2,0.2,1
369413147085_0.15,0.15,1
369413147085_0.1,0.1,1
369413147085_0.05,0.05,0
369422044273_0.25,0.25,1
369422044273_0.2,0.2,1
369422044273_0.15,0.15,1
369422044273_0.1,0.1,1
369422044273_0.05,0.05,0
369423245438_0.25,0.25,1
369423245438_0.2,0.2,1
369423245438_0.15,0.15,1
369423245438_0.1,0.1,1
369423245438_0.05,0.05,0
369458600245_0.25,0.25,1
369458600245_0.2,0.2,1
369458600245_0.15,0.15,1
369458600245_0.1,0.1,1
369458600245_0.05,0.05,0
369684815536_0.25,0.25,1
369684815536_0.2,0.2,1
369684815536_0.15,0.15,1
369684815536_0.1,0.1,1
369684815536_0.05,0.05,0
369807170937_0.25,0.25,1
369807170937_0.2,0.2,1
369807170937_0.15,0.15,1
369807170937_0.1,0.1,1
369807170937_0.05,0.05,0
370284869804_0.25,0.25,1
370284869804_0.2,0.2,1
370284869804_0.15,0.15,1
370284869804_0.1,0.1,1
370284869804_0.05,0.05,0
370338259818_0.25,0.25,1
370338259818_0.2,0.2,1
370338259818_0.15,0.15,1
370338259818_0.1,0.1,1
370338259818_0.05,0.05,0
371290799722_0.25,0.25,1
371290799722_0.2,0.2,1
371290799722_0.15,0.15,1
371290799722_0.1,0.1,1
371290799722_0.05,0.05,0
371557392291_0.25,0.25,1
371557392291_0.2,0.2,1
371557392291_0.15,0.15,1
371557392291_0.1,0.1,1
371557392291_0.05,0.05,0
371776674924_0.25,0.25,1
371776674924_0.2,0.2,1
371776674924_0.15,0.15,1
371776674924_0.1,0.1,1
371776674924_0.05,0.05,0
371783292468_0.25,0.25,1
371783292468_0.2,0.2,1
371783292468_0.15,0.15,1
371783292468_0.1,0.1,1
371783292468_0.05,0.05,0
372027157937_0.25,0.25,1
372027157937_0.2,0.2,1
372027157937_0.15,0.15,1
372027157937_0.1,0.1,1
372027157937_0.05,0.05,0
372079691997_0.25,0.25,1
372079691997_0.2,0.2,1
372079691997_0.15,0.15,1
372079691997_0.1,0.1,1
372079691997_0.05,0.05,0
372341316756_0.25,0.25,1
372341316756_0.2,0.2,1
372341316756_0.15,0.15,1
372341316756_0.1,0.1,1
372341316756_0.05,0.05,0
372395010022_0.25,0.25,1
372395010022_0.2,0.2,1
372395010022_0.15,0.15,1
372395010022_0.1,0.1,1
372395010022_0.05,0.05,0
372475220367_0.25,0.25,1
372475220367_0.2,0.2,1
372475220367_0.15,0.15,1
372475220367_0.1,0.1,1
372475220367_0.05,0.05,0
372527397503_0.25,0.25,1
372527397503_0.2,0.2,1
372527397503_0.15,0.15,1
372527397503_0.1,0.1,1
372527397503_0.05,0.05,0
372801943607_0.25,0.25,1
372801943607_0.2,0.2,1
372801943607_0.15,0.15,1
372801943607_0.1,0.1,1
372801943607_0.05,0.05,0
372891385641_0.25,0.25,1
372891385641_0.2,0.2,1
372891385641_0.15,0.15,1
372891385641_0.1,0.1,1
372891385641_0.05,0.05,0
372943761490_0.25,0.25,1
372943761490_0.2,0.2,1
372943761490_0.15,0.15,1
372943761490_0.1,0.1,1
372943761490_0.05,0.05,0
373348878791_0.25,0.25,1
373348878791_0.2,0.2,1
373348878791_0.15,0.15,1
373348878791_0.1,0.1,1
373348878791_0.05,0.05,0
373472263734_0.25,0.25,1
373472263734_0.2,0.2,1
373472263734_0.15,0.15,1
373472263734_0.1,0.1,1
373472263734_0.05,0.05,0
373584463627_0.25,0.25,1
373584463627_0.2,0.2,1
373584463627_0.15,0.15,1
373584463627_0.1,0.1,1
373584463627_0.05,0.05,0
373704277378_0.25,0.25,1
373704277378_0.2,0.2,1
373704277378_0.15,0.15,1
373704277378_0.1,0.1,1
373704277378_0.05,0.05,0
373880720196_0.25,0.25,1
373880720196_0.2,0.2,1
373880720196_0.15,0.15,1
373880720196_0.1,0.1,1
373880720196_0.05,0.05,0
375214974146_0.25,0.25,1
375214974146_0.2,0.2,1
375214974146_0.15,0.15,1
375214974146_0.1,0.1,1
375214974146_0.05,0.05,0
375237493359_0.25,0.25,1
375237493359_0.2,0.2,1
375237493359_0.15,0.15,1
375237493359_0.1,0.1,1
375237493359_0.05,0.05,0
375485743130_0.25,0.25,1
375485743130_0.2,0.2,1
375485743130_0.15,0.15,1
375485743130_0.1,0.1,1
375485743130_0.05,0.05,0
375682322566_0.25,0.25,1
375682322566_0.2,0.2,1
375682322566_0.15,0.15,1
375682322566_0.1,0.1,1
375682322566_0.05,0.05,0
375934325346_0.25,0.25,1
375934325346_0.2,0.2,1
375934325346_0.15,0.15,1
375934325346_0.1,0.1,1
375934325346_0.05,0.05,0
375957591467_0.25,0.25,1
375957591467_0.2,0.2,1
375957591467_0.15,0.15,1
375957591467_0.1,0.1,1
375957591467_0.05,0.05,0
376445389316_0.25,0.25,1
376445389316_0.2,0.2,1
376445389316_0.15,0.15,1
376445389316_0.1,0.1,1
376445389316_0.05,0.05,0
376627592964_0.25,0.25,1
376627592964_0.2,0.2,1
376627592964_0.15,0.15,1
376627592964_0.1,0.1,1
376627592964_0.05,0.05,0
376637380231_0.25,0.25,1
376637380231_0.2,0.2,1
376637380231_0.15,0.15,1
376637380231_0.1,0.1,1
376637380231_0.05,0.05,0
376681274527_0.25,0.25,1
376681274527_0.2,0.2,1
376681274527_0.15,0.15,1
376681274527_0.1,0.1,1
376681274527_0.05,0.05,0
376745133148_0.25,0.25,1
376745133148_0.2,0.2,1
376745133148_0.15,0.15,1
376745133148_0.1,0.1,1
376745133148_0.05,0.05,0
376784353205_0.25,0.25,1
376784353205_0.2,0.2,1
376784353205_0.15,0.15,1
376784353205_0.1,0.1,1
376784353205_0.05,0.05,0
377030248676_0.25,0.25,1
377030248676_0.2,0.2,1
377030248676_0.15,0.15,1
377030248676_0.1,0.1,1
377030248676_0.05,0.05,0
377248113978_0.25,0.25,1
377248113978_0.2,0.2,1
377248113978_0.15,0.15,1
377248113978_0.1,0.1,1
377248113978_0.05,0.05,0
377970375626_0.25,0.25,1
377970375626_0.2,0.2,1
377970375626_0.15,0.15,1
377970375626_0.1,0.1,1
377970375626_0.05,0.05,0
378011590442_0.25,0.25,1
378011590442_0.2,0.2,1
378011590442_0.15,0.15,1
378011590442_0.1,0.1,1
378011590442_0.05,0.05,0
378156172645_0.25,0.25,1
378156172645_0.2,0.2,1
378156172645_0.15,0.15,1
378156172645_0.1,0.1,1
378156172645_0.05,0.05,0
378170876023_0.25,0.25,1
378170876023_0.2,0.2,1
378170876023_0.15,0.15,1
378170876023_0.1,0.1,1
378170876023_0.05,0.05,0
378512602435_0.25,0.25,1
378512602435_0.2,0.2,1
378512602435_0.15,0.15,1
378512602435_0.1,0.1,1
378512602435_0.05,0.05,0
378587891032_0.25,0.25,1
378587891032_0.2,0.2,1
378587891032_0.15,0.15,1
378587891032_0.1,0.1,1
378587891032_0.05,0.05,0
378598627740_0.25,0.25,1
378598627740_0.2,0.2,1
378598627740_0.15,0.15,1
378598627740_0.1,0.1,1
378598627740_0.05,0.05,0
378792110963_0.25,0.25,1
378792110963_0.2,0.2,1
378792110963_0.15,0.15,1
378792110963_0.1,0.1,1
378792110963_0.05,0.05,0
378876033833_0.25,0.25,1
378876033833_0.2,0.2,1
378876033833_0.15,0.15,1
378876033833_0.1,0.1,1
378876033833_0.05,0.05,0
379322027716_0.25,0.25,1
379322027716_0.2,0.2,1
379322027716_0.15,0.15,1
379322027716_0.1,0.1,1
379322027716_0.05,0.05,0
379332531664_0.25,0.25,1
379332531664_0.2,0.2,1
379332531664_0.15,0.15,1
379332531664_0.1,0.1,1
379332531664_0.05,0.05,0
379515005566_0.25,0.25,1
379515005566_0.2,0.2,1
379515005566_0.15,0.15,1
379515005566_0.1,0.1,1
379515005566_0.05,0.05,0
379525544819_0.25,0.25,1
379525544819_0.2,0.2,1
379525544819_0.15,0.15,1
379525544819_0.1,0.1,1
379525544819_0.05,0.05,0
380207415897_0.25,0.25,1
380207415897_0.2,0.2,1
380207415897_0.15,0.15,1
380207415897_0.1,0.1,1
380207415897_0.05,0.05,0
380500463843_0.25,0.25,1
380500463843_0.2,0.2,1
380500463843_0.15,0.15,1
380500463843_0.1,0.1,1
380500463843_0.05,0.05,0
380634635289_0.25,0.25,1
380634635289_0.2,0.2,1
380634635289_0.15,0.15,1
380634635289_0.1,0.1,1
380634635289_0.05,0.05,0
380706691992_0.25,0.25,1
380706691992_0.2,0.2,1
380706691992_0.15,0.15,1
380706691992_0.1,0.1,1
380706691992_0.05,0.05,0
380841949195_0.25,0.25,1
380841949195_0.2,0.2,1
380841949195_0.15,0.15,1
380841949195_0.1,0.1,1
380841949195_0.05,0.05,0
380997655408_0.25,0.25,1
380997655408_0.2,0.2,1
380997655408_0.15,0.15,1
380997655408_0.1,0.1,1
380997655408_0.05,0.05,0
381079577678_0.25,0.25,1
381079577678_0.2,0.2,1
381079577678_0.15,0.15,1
381079577678_0.1,0.1,1
381079577678_0.05,0.05,0
381086323072_0.25,0.25,1
381086323072_0.2,0.2,1
381086323072_0.15,0.15,1
381086323072_0.1,0.1,1
381086323072_0.05,0.05,0
381251852053_0.25,0.25,1
381251852053_0.2,0.2,1
381251852053_0.15,0.15,1
381251852053_0.1,0.1,1
381251852053_0.05,0.05,0
381349401786_0.25,0.25,1
381349401786_0.2,0.2,1
381349401786_0.15,0.15,1
381349401786_0.1,0.1,1
381349401786_0.05,0.05,0
381839297018_0.25,0.25,1
381839297018_0.2,0.2,1
381839297018_0.15,0.15,1
381839297018_0.1,0.1,1
381839297018_0.05,0.05,0
381852355327_0.25,0.25,1
381852355327_0.2,0.2,1
381852355327_0.15,0.15,1
381852355327_0.1,0.1,1
381852355327_0.05,0.05,0
382387859919_0.25,0.25,1
382387859919_0.2,0.2,1
382387859919_0.15,0.15,1
382387859919_0.1,0.1,1
382387859919_0.05,0.05,0
382594183488_0.25,0.25,1
382594183488_0.2,0.2,1
382594183488_0.15,0.15,1
382594183488_0.1,0.1,1
382594183488_0.05,0.05,0
382741572432_0.25,0.25,1
382741572432_0.2,0.2,1
382741572432_0.15,0.15,1
382741572432_0.1,0.1,1
382741572432_0.05,0.05,0
382986387765_0.25,0.25,1
382986387765_0.2,0.2,1
382986387765_0.15,0.15,1
382986387765_0.1,0.1,1
382986387765_0.05,0.05,0
383246872118_0.25,0.25,1
383246872118_0.2,0.2,1
383246872118_0.15,0.15,1
383246872118_0.1,0.1,1
383246872118_0.05,0.05,0
383492890059_0.25,0.25,1
383492890059_0.2,0.2,1
383492890059_0.15,0.15,1
383492890059_0.1,0.1,1
383492890059_0.05,0.05,0
383554621822_0.25,0.25,1
383554621822_0.2,0.2,1
383554621822_0.15,0.15,1
383554621822_0.1,0.1,1
383554621822_0.05,0.05,0
383666179489_0.25,0.25,1
383666179489_0.2,0.2,1
383666179489_0.15,0.15,1
383666179489_0.1,0.1,1
383666179489_0.05,0.05,0
383815074785_0.25,0.25,1
383815074785_0.2,0.2,1
383815074785_0.15,0.15,1
383815074785_0.1,0.1,1
383815074785_0.05,0.05,0
383971073664_0.25,0.25,1
383971073664_0.2,0.2,1
383971073664_0.15,0.15,1
383971073664_0.1,0.1,1
383971073664_0.05,0.05,0
384202453228_0.25,0.25,1
384202453228_0.2,0.2,1
384202453228_0.15,0.15,1
384202453228_0.1,0.1,1
384202453228_0.05,0.05,0
384295305825_0.25,0.25,1
384295305825_0.2,0.2,1
384295305825_0.15,0.15,1
384295305825_0.1,0.1,1
384295305825_0.05,0.05,0
384624925931_0.25,0.25,1
384624925931_0.2,0.2,1
384624925931_0.15,0.15,1
384624925931_0.1,0.1,1
384624925931_0.05,0.05,0
384759366074_0.25,0.25,1
384759366074_0.2,0.2,1
384759366074_0.15,0.15,1
384759366074_0.1,0.1,1
384759366074_0.05,0.05,0
384863097081_0.25,0.25,1
384863097081_0.2,0.2,1
384863097081_0.15,0.15,1
384863097081_0.1,0.1,1
384863097081_0.05,0.05,0
385178527425_0.25,0.25,1
385178527425_0.2,0.2,1
385178527425_0.15,0.15,1
385178527425_0.1,0.1,1
385178527425_0.05,0.05,0
385344540122_0.25,0.25,1
385344540122_0.2,0.2,1
385344540122_0.15,0.15,1
385344540122_0.1,0.1,1
385344540122_0.05,0.05,0
385412361092_0.25,0.25,1
385412361092_0.2,0.2,1
385412361092_0.15,0.15,1
385412361092_0.1,0.1,1
385412361092_0.05,0.05,0
385414239592_0.25,0.25,1
385414239592_0.2,0.2,1
385414239592_0.15,0.15,1
385414239592_0.1,0.1,1
385414239592_0.05,0.05,0
386337903134_0.25,0.25,1
386337903134_0.2,0.2,1
386337903134_0.15,0.15,1
386337903134_0.1,0.1,1
386337903134_0.05,0.05,0
386440581786_0.25,0.25,1
386440581786_0.2,0.2,1
386440581786_0.15,0.15,1
386440581786_0.1,0.1,1
386440581786_0.05,0.05,0
386659906153_0.25,0.25,1
386659906153_0.2,0.2,1
386659906153_0.15,0.15,1
386659906153_0.1,0.1,1
386659906153_0.05,0.05,0
387449678474_0.25,0.25,1
387449678474_0.2,0.2,1
387449678474_0.15,0.15,1
387449678474_0.1,0.1,1
387449678474_0.05,0.05,0
387719922601_0.25,0.25,1
387719922601_0.2,0.2,1
387719922601_0.15,0.15,1
387719922601_0.1,0.1,1
387719922601_0.05,0.05,0
387825111905_0.25,0.25,1
387825111905_0.2,0.2,1
387825111905_0.15,0.15,1
387825111905_0.1,0.1,1
387825111905_0.05,0.05,0
388241520293_0.25,0.25,1
388241520293_0.2,0.2,1
388241520293_0.15,0.15,1
388241520293_0.1,0.1,1
388241520293_0.05,0.05,0
388465407523_0.25,0.25,1
388465407523_0.2,0.2,1
388465407523_0.15,0.15,1
388465407523_0.1,0.1,1
388465407523_0.05,0.05,0
388701122606_0.25,0.25,1
388701122606_0.2,0.2,1
388701122606_0.15,0.15,1
388701122606_0.1,0.1,1
388701122606_0.05,0.05,0
388710927852_0.25,0.25,1
388710927852_0.2,0.2,1
388710927852_0.15,0.15,1
388710927852_0.1,0.1,1
388710927852_0.05,0.05,0
388854583820_0.25,0.25,1
388854583820_0.2,0.2,1
388854583820_0.15,0.15,1
388854583820_0.1,0.1,1
388854583820_0.05,0.05,0
389278341720_0.25,0.25,1
389278341720_0.2,0.2,1
389278341720_0.15,0.15,1
389278341720_0.1,0.1,1
389278341720_0.05,0.05,0
389345455001_0.25,0.25,1
389345455001_0.2,0.2,1
389345455001_0.15,0.15,1
389345455001_0.1,0.1,1
389345455001_0.05,0.05,0
389640082170_0.25,0.25,1
389640082170_0.2,0.2,1
389640082170_0.15,0.15,1
