Sample ID,Sample resolution [m],state
610824697233_0.1,0.1,1
610824697233_0.05,0.05,0
610832477748_0.25,0.25,1
610832477748_0.2,0.2,1
610832477748_0.15,0.15,1
610832477748_0.1,0.1,1
610832477748_0.05,0.05,0
611116736595_0.25,0.25,1
611116736595_0.2,0.2,1
611116736595_0.15,0.15,1
611116736595_0.1,0.1,1
611116736595_0.05,0.05,0
611264559857_0.25,0.25,1
611264559857_0.2,0.2,1
611264559857_0.15,0.15,1
611264559857_0.1,0.1,1
611264559857_0.05,0.05,0
611290566604_0.25,0.25,1
611290566604_0.2,0.2,1
611290566604_0.15,0.15,1
611290566604_0.1,0.1,1
611290566604_0.05,0.05,0
611343394392_0.25,0.25,1
611343394392_0.2,0.2,1
611343394392_0.15,0.15,1
611343394392_0.1,0.1,0
611343394392_0.05,0.05,0
611473347684_0.25,0.25,1
611473347684_0.2,0.2,1
611473347684_0.15,0.15,1
611473347684_0.1,0.1,1
611473347684_0.05,0.05,0
611508664630_0.25,0.25,1
611508664630_0.2,0.2,1
611508664630_0.15,0.15,1
611508664630_0.1,0.1,1
611508664630_0.05,0.05,0
611553365447_0.25,0.25,1
611553365447_0.2,0.2,1
611553365447_0.15,0.15,1
611553365447_0.1,0.1,1
611553365447_0.05,0.05,0
611860560316_0.25,0.25,1
611860560316_0.2,0.2,1
611860560316_0.15,0.15,1
611860560316_0.1,0.1,0
611860560316_0.05,0.05,0
611943347719_0.25,0.25,1
611943347719_0.2,0.2,1
611943347719_0.15,0.15,1
611943347719_0.1,0.1,1
611943347719_0.05,0.05,0
612055355216_0.25,0.25,1
612055355216_0.2,0.2,1
612055355216_0.15,0.15,1
612055355216_0.1,0.1,0
612055355216_0.05,0.05,0
612150839289_0.25,0.25,1
612150839289_0.2,0.2,1
612150839289_0.15,0.15,1
612150839289_0.1,0.1,0
612150839289_0.05,0.05,0
612383291609_0.25,0.25,1
612383291609_0.2,0.2,1
612383291609_0.15,0.15,1
612383291609_0.1,0.1,1
612383291609_0.05,0.05,0
612470792602_0.25,0.25,1
612470792602_0.2,0.2,1
612470792602_0.15,0.15,1
612470792602_0.1,0.1,0
612470792602_0.05,0.05,0
612512174063_0.25,0.25,1
612512174063_0.2,0.2,1
612512174063_0.15,0.15,1
612512174063_0.1,0.1,1
612512174063_0.05,0.05,0
612612129082_0.25,0.25,1
612612129082_0.2,0.2,1
612612129082_0.15,0.15,1
612612129082_0.1,0.1,1
612612129082_0.05,0.05,0
612667865057_0.25,0.25,1
612667865057_0.2,0.2,1
612667865057_0.15,0.15,1
612667865057_0.1,0.1,1
612667865057_0.05,0.05,0
612876037953_0.25,0.25,1
612876037953_0.2,0.2,1
612876037953_0.15,0.15,1
612876037953_0.1,0.1,1
612876037953_0.05,0.05,0
613108923254_0.25,0.25,1
613108923254_0.2,0.2,1
613108923254_0.15,0.15,1
613108923254_0.1,0.1,1
613108923254_0.05,0.05,0
613661089015_0.25,0.25,1
613661089015_0.2,0.2,1
613661089015_0.15,0.15,1
613661089015_0.1,0.1,1
613661089015_0.05,0.05,0
613684062341_0.25,0.25,1
613684062341_0.2,0.2,1
613684062341_0.15,0.15,1
613684062341_0.1,0.1,1
613684062341_0.05,0.05,0
613786393089_0.25,0.25,1
613786393089_0.2,0.2,1
613786393089_0.15,0.15,1
613786393089_0.1,0.1,0
613786393089_0.05,0.05,0
613813450339_0.25,0.25,1
613813450339_0.2,0.2,1
613813450339_0.15,0.15,1
613813450339_0.1,0.1,0
613813450339_0.05,0.05,0
614106789775_0.25,0.25,1
614106789775_0.2,0.2,1
614106789775_0.15,0.15,1
614106789775_0.1,0.1,1
614106789775_0.05,0.05,0
614422497187_0.25,0.25,1
614422497187_0.2,0.2,1
614422497187_0.15,0.15,1
614422497187_0.1,0.1,1
614422497187_0.05,0.05,0
614531703718_0.25,0.25,1
614531703718_0.2,0.2,1
614531703718_0.15,0.15,1
614531703718_0.1,0.1,1
614531703718_0.05,0.05,0
614763656357_0.25,0.25,1
614763656357_0.2,0.2,1
614763656357_0.15,0.15,1
614763656357_0.1,0.1,0
614763656357_0.05,0.05,0
614951437745_0.25,0.25,1
614951437745_0.2,0.2,1
614951437745_0.15,0.15,1
614951437745_0.1,0.1,0
614951437745_0.05,0.05,0
615013090171_0.25,0.25,1
615013090171_0.2,0.2,1
615013090171_0.15,0.15,1
615013090171_0.1,0.1,0
615013090171_0.05,0.05,0
615146798821_0.25,0.25,1
615146798821_0.2,0.2,1
615146798821_0.15,0.15,1
615146798821_0.1,0.1,1
615146798821_0.05,0.05,0
615264551125_0.25,0.25,1
615264551125_0.2,0.2,1
615264551125_0.15,0.15,1
615264551125_0.1,0.1,1
615264551125_0.05,0.05,0
615882505518_0.25,0.25,1
615882505518_0.2,0.2,1
615882505518_0.15,0.15,1
615882505518_0.1,0.1,1
615882505518_0.05,0.05,0
615967496386_0.25,0.25,1
615967496386_0.2,0.2,1
615967496386_0.15,0.15,1
615967496386_0.1,0.1,0
615967496386_0.05,0.05,0
616008701014_0.25,0.25,1
616008701014_0.2,0.2,1
616008701014_0.15,0.15,1
616008701014_0.1,0.1,1
616008701014_0.05,0.05,0
616081386432_0.25,0.25,1
616081386432_0.2,0.2,1
616081386432_0.15,0.15,1
616081386432_0.1,0.1,1
616081386432_0.05,0.05,0
616114825858_0.25,0.25,1
616114825858_0.2,0.2,1
616114825858_0.15,0.15,1
616114825858_0.1,0.1,0
616114825858_0.05,0.05,0
616167374140_0.25,0.25,1
616167374140_0.2,0.2,1
616167374140_0.15,0.15,1
616167374140_0.1,0.1,1
616167374140_0.05,0.05,0
616546519965_0.25,0.25,1
616546519965_0.2,0.2,1
616546519965_0.15,0.15,1
616546519965_0.1,0.1,1
616546519965_0.05,0.05,0
616780032240_0.25,0.25,1
616780032240_0.2,0.2,1
616780032240_0.15,0.15,1
616780032240_0.1,0.1,1
616780032240_0.05,0.05,0
616830033484_0.25,0.25,1
616830033484_0.2,0.2,1
616830033484_0.15,0.15,1
616830033484_0.1,0.1,1
616830033484_0.05,0.05,0
616862648828_0.25,0.25,1
616862648828_0.2,0.2,1
616862648828_0.15,0.15,1
616862648828_0.1,0.1,1
616862648828_0.05,0.05,0
616967757403_0.25,0.25,1
616967757403_0.2,0.2,1
616967757403_0.15,0.15,1
616967757403_0.1,0.1,0
616967757403_0.05,0.05,0
617270136736_0.25,0.25,1
617270136736_0.2,0.2,1
617270136736_0.15,0.15,1
617270136736_0.1,0.1,1
617270136736_0.05,0.05,0
617465088926_0.25,0.25,1
617465088926_0.2,0.2,1
617465088926_0.15,0.15,1
617465088926_0.1,0.1,1
617465088926_0.05,0.05,0
617560115572_0.25,0.25,1
617560115572_0.2,0.2,1
617560115572_0.15,0.15,1
617560115572_0.1,0.1,1
617560115572_0.05,0.05,0
617586817493_0.25,0.25,1
617586817493_0.2,0.2,1
617586817493_0.15,0.15,1
617586817493_0.1,0.1,1
617586817493_0.05,0.05,0
618032251410_0.25,0.25,1
618032251410_0.2,0.2,1
618032251410_0.15,0.15,1
618032251410_0.1,0.1,1
618032251410_0.05,0.05,0
618126327507_0.25,0.25,1
618126327507_0.2,0.2,1
618126327507_0.15,0.15,1
618126327507_0.1,0.1,0
618126327507_0.05,0.05,0
618130935327_0.25,0.25,1
618130935327_0.2,0.2,1
618130935327_0.15,0.15,1
618130935327_0.1,0.1,0
618130935327_0.05,0.05,0
618148924330_0.25,0.25,1
618148924330_0.2,0.2,1
618148924330_0.15,0.15,1
618148924330_0.1,0.1,0
618148924330_0.05,0.05,0
618155114363_0.25,0.25,1
618155114363_0.2,0.2,1
618155114363_0.15,0.15,1
618155114363_0.1,0.1,1
618155114363_0.05,0.05,0
618165663363_0.25,0.25,1
618165663363_0.2,0.2,1
618165663363_0.15,0.15,1
618165663363_0.1,0.1,1
618165663363_0.05,0.05,0
618282973319_0.25,0.25,1
618282973319_0.2,0.2,1
618282973319_0.15,0.15,1
618282973319_0.1,0.1,1
618282973319_0.05,0.05,0
618561094754_0.25,0.25,1
618561094754_0.2,0.2,1
618561094754_0.15,0.15,1
618561094754_0.1,0.1,1
618561094754_0.05,0.05,0
618950979070_0.25,0.25,1
618950979070_0.2,0.2,1
618950979070_0.15,0.15,1
618950979070_0.1,0.1,1
618950979070_0.05,0.05,0
618966204987_0.25,0.25,1
618966204987_0.2,0.2,1
618966204987_0.15,0.15,1
618966204987_0.1,0.1,0
618966204987_0.05,0.05,0
619106307644_0.25,0.25,1
619106307644_0.2,0.2,1
619106307644_0.15,0.15,1
619106307644_0.1,0.1,0
619106307644_0.05,0.05,0
619157148131_0.25,0.25,1
619157148131_0.2,0.2,1
619157148131_0.15,0.15,1
619157148131_0.1,0.1,1
619157148131_0.05,0.05,0
619195070267_0.25,0.25,1
619195070267_0.2,0.2,1
619195070267_0.15,0.15,1
619195070267_0.1,0.1,1
619195070267_0.05,0.05,0
619200974016_0.25,0.25,1
619200974016_0.2,0.2,1
619200974016_0.15,0.15,1
619200974016_0.1,0.1,1
619200974016_0.05,0.05,0
619563885257_0.25,0.25,1
619563885257_0.2,0.2,1
619563885257_0.15,0.15,1
619563885257_0.1,0.1,0
619563885257_0.05,0.05,0
619566922860_0.25,0.25,1
619566922860_0.2,0.2,1
619566922860_0.15,0.15,1
619566922860_0.1,0.1,1
619566922860_0.05,0.05,0
619838472802_0.25,0.25,1
619838472802_0.2,0.2,1
619838472802_0.15,0.15,1
619838472802_0.1,0.1,1
619838472802_0.05,0.05,0
620071085123_0.25,0.25,1
620071085123_0.2,0.2,1
620071085123_0.15,0.15,1
620071085123_0.1,0.1,1
620071085123_0.05,0.05,0
620077081849_0.25,0.25,1
620077081849_0.2,0.2,1
620077081849_0.15,0.15,1
620077081849_0.1,0.1,1
620077081849_0.05,0.05,0
620212208777_0.25,0.25,1
620212208777_0.2,0.2,1
620212208777_0.15,0.15,1
620212208777_0.1,0.1,1
620212208777_0.05,0.05,0
620614243258_0.25,0.25,1
620614243258_0.2,0.2,1
620614243258_0.15,0.15,1
620614243258_0.1,0.1,1
620614243258_0.05,0.05,0
620687257081_0.25,0.25,1
620687257081_0.2,0.2,1
620687257081_0.15,0.15,1
620687257081_0.1,0.1,0
620687257081_0.05,0.05,0
621226931668_0.25,0.25,1
621226931668_0.2,0.2,1
621226931668_0.15,0.15,1
621226931668_0.1,0.1,1
621226931668_0.05,0.05,0
621534699267_0.25,0.25,1
621534699267_0.2,0.2,1
621534699267_0.15,0.15,1
621534699267_0.1,0.1,1
621534699267_0.05,0.05,0
621896893030_0.25,0.25,1
621896893030_0.2,0.2,1
621896893030_0.15,0.15,1
621896893030_0.1,0.1,0
621896893030_0.05,0.05,0
622221691512_0.25,0.25,1
622221691512_0.2,0.2,1
622221691512_0.15,0.15,1
622221691512_0.1,0.1,0
622221691512_0.05,0.05,0
622479051327_0.25,0.25,1
622479051327_0.2,0.2,1
622479051327_0.15,0.15,1
622479051327_0.1,0.1,1
622479051327_0.05,0.05,0
623226786200_0.25,0.25,1
623226786200_0.2,0.2,1
623226786200_0.15,0.15,1
623226786200_0.1,0.1,1
623226786200_0.05,0.05,0
623490294570_0.25,0.25,1
623490294570_0.2,0.2,1
623490294570_0.15,0.15,1
623490294570_0.1,0.1,1
623490294570_0.05,0.05,0
623587594778_0.25,0.25,1
623587594778_0.2,0.2,1
623587594778_0.15,0.15,1
623587594778_0.1,0.1,1
623587594778_0.05,0.05,0
623746634549_0.25,0.25,1
623746634549_0.2,0.2,1
623746634549_0.15,0.15,1
623746634549_0.1,0.1,1
623746634549_0.05,0.05,0
623956084765_0.25,0.25,1
623956084765_0.2,0.2,1
623956084765_0.15,0.15,1
623956084765_0.1,0.1,0
623956084765_0.05,0.05,0
624069312878_0.25,0.25,1
624069312878_0.2,0.2,1
624069312878_0.15,0.15,1
624069312878_0.1,0.1,1
624069312878_0.05,0.05,0
624252722626_0.25,0.25,1
624252722626_0.2,0.2,1
624252722626_0.15,0.15,1
624252722626_0.1,0.1,0
624252722626_0.05,0.05,0
624262068822_0.25,0.25,1
624262068822_0.2,0.2,1
624262068822_0.15,0.15,1
624262068822_0.1,0.1,0
624262068822_0.05,0.05,0
624341227883_0.25,0.25,1
624341227883_0.2,0.2,1
624341227883_0.15,0.15,1
624341227883_0.1,0.1,1
624341227883_0.05,0.05,0
624385005848_0.25,0.25,1
624385005848_0.2,0.2,1
624385005848_0.15,0.15,1
624385005848_0.1,0.1,0
624385005848_0.05,0.05,0
624472895943_0.25,0.25,1
624472895943_0.2,0.2,1
624472895943_0.15,0.15,1
624472895943_0.1,0.1,1
624472895943_0.05,0.05,0
624743204498_0.25,0.25,1
624743204498_0.2,0.2,1
624743204498_0.15,0.15,1
624743204498_0.1,0.1,1
624743204498_0.05,0.05,0
625169008814_0.25,0.25,1
625169008814_0.2,0.2,1
625169008814_0.15,0.15,1
625169008814_0.1,0.1,0
625169008814_0.05,0.05,0
626401933442_0.25,0.25,1
626401933442_0.2,0.2,1
626401933442_0.15,0.15,1
626401933442_0.1,0.1,1
626401933442_0.05,0.05,0
626408000800_0.25,0.25,1
626408000800_0.2,0.2,1
626408000800_0.15,0.15,1
626408000800_0.1,0.1,0
626408000800_0.05,0.05,0
626508228550_0.25,0.25,1
626508228550_0.2,0.2,1
626508228550_0.15,0.15,1
626508228550_0.1,0.1,1
626508228550_0.05,0.05,0
626571649171_0.25,0.25,1
626571649171_0.2,0.2,1
626571649171_0.15,0.15,1
626571649171_0.1,0.1,1
626571649171_0.05,0.05,0
626869511019_0.25,0.25,1
626869511019_0.2,0.2,1
626869511019_0.15,0.15,1
626869511019_0.1,0.1,0
626869511019_0.05,0.05,0
626986530741_0.25,0.25,1
626986530741_0.2,0.2,1
626986530741_0.15,0.15,1
626986530741_0.1,0.1,1
626986530741_0.05,0.05,0
627559290138_0.25,0.25,1
627559290138_0.2,0.2,1
627559290138_0.15,0.15,1
627559290138_0.1,0.1,1
627559290138_0.05,0.05,0
627810735585_0.25,0.25,1
627810735585_0.2,0.2,1
627810735585_0.15,0.15,1
627810735585_0.1,0.1,1
627810735585_0.05,0.05,0
628056349877_0.25,0.25,1
628056349877_0.2,0.2,1
628056349877_0.15,0.15,1
628056349877_0.1,0.1,1
628056349877_0.05,0.05,0
628836629006_0.25,0.25,1
628836629006_0.2,0.2,1
628836629006_0.15,0.15,1
628836629006_0.1,0.1,1
628836629006_0.05,0.05,0
628896492878_0.25,0.25,1
628896492878_0.2,0.2,1
628896492878_0.15,0.15,1
628896492878_0.1,0.1,1
628896492878_0.05,0.05,0
629055123199_0.25,0.25,1
629055123199_0.2,0.2,1
629055123199_0.15,0.15,1
629055123199_0.1,0.1,1
629055123199_0.05,0.05,0
629139353385_0.25,0.25,1
629139353385_0.2,0.2,1
629139353385_0.15,0.15,1
629139353385_0.1,0.1,1
629139353385_0.05,0.05,0
629244916367_0.25,0.25,1
629244916367_0.2,0.2,1
629244916367_0.15,0.15,1
629244916367_0.1,0.1,1
629244916367_0.05,0.05,0
629562330189_0.25,0.25,1
629562330189_0.2,0.2,1
629562330189_0.15,0.15,1
629562330189_0.1,0.1,0
629562330189_0.05,0.05,0
629826821850_0.25,0.25,1
629826821850_0.2,0.2,1
629826821850_0.15,0.15,1
629826821850_0.1,0.1,1
629826821850_0.05,0.05,0
630081115752_0.25,0.25,1
630081115752_0.2,0.2,1
630081115752_0.15,0.15,1
630081115752_0.1,0.1,0
630081115752_0.05,0.05,0
630205883387_0.25,0.25,1
630205883387_0.2,0.2,1
630205883387_0.15,0.15,1
630205883387_0.1,0.1,0
630205883387_0.05,0.05,0
630589380482_0.25,0.25,1
630589380482_0.2,0.2,1
630589380482_0.15,0.15,1
630589380482_0.1,0.1,1
630589380482_0.05,0.05,0
630594085986_0.25,0.25,1
630594085986_0.2,0.2,1
630594085986_0.15,0.15,1
630594085986_0.1,0.1,1
630594085986_0.05,0.05,0
630598585159_0.25,0.25,1
630598585159_0.2,0.2,1
630598585159_0.15,0.15,1
630598585159_0.1,0.1,0
630598585159_0.05,0.05,0
630782895829_0.25,0.25,1
630782895829_0.2,0.2,1
630782895829_0.15,0.15,1
630782895829_0.1,0.1,1
630782895829_0.05,0.05,0
630798572619_0.25,0.25,1
630798572619_0.2,0.2,1
630798572619_0.15,0.15,1
630798572619_0.1,0.1,1
630798572619_0.05,0.05,0
631088750733_0.25,0.25,1
631088750733_0.2,0.2,1
631088750733_0.15,0.15,1
631088750733_0.1,0.1,0
631088750733_0.05,0.05,0
631146368118_0.25,0.25,1
631146368118_0.2,0.2,1
631146368118_0.15,0.15,1
631146368118_0.1,0.1,0
631146368118_0.05,0.05,0
631514510737_0.25,0.25,1
631514510737_0.2,0.2,1
631514510737_0.15,0.15,1
631514510737_0.1,0.1,1
631514510737_0.05,0.05,0
631618162428_0.25,0.25,1
631618162428_0.2,0.2,1
631618162428_0.15,0.15,1
631618162428_0.1,0.1,0
631618162428_0.05,0.05,0
631636691584_0.25,0.25,1
631636691584_0.2,0.2,1
631636691584_0.15,0.15,1
631636691584_0.1,0.1,0
631636691584_0.05,0.05,0
631790502704_0.25,0.25,1
631790502704_0.2,0.2,1
631790502704_0.15,0.15,1
631790502704_0.1,0.1,1
631790502704_0.05,0.05,0
631792654896_0.25,0.25,1
631792654896_0.2,0.2,1
631792654896_0.15,0.15,1
631792654896_0.1,0.1,0
631792654896_0.05,0.05,0
632069957958_0.25,0.25,1
632069957958_0.2,0.2,1
632069957958_0.15,0.15,1
632069957958_0.1,0.1,1
632069957958_0.05,0.05,0
632322572858_0.25,0.25,1
632322572858_0.2,0.2,1
632322572858_0.15,0.15,1
632322572858_0.1,0.1,1
632322572858_0.05,0.05,0
632510387754_0.25,0.25,1
632510387754_0.2,0.2,1
632510387754_0.15,0.15,1
632510387754_0.1,0.1,1
632510387754_0.05,0.05,0
632697011388_0.25,0.25,1
632697011388_0.2,0.2,1
632697011388_0.15,0.15,1
632697011388_0.1,0.1,0
632697011388_0.05,0.05,0
632713891446_0.25,0.25,1
632713891446_0.2,0.2,1
632713891446_0.15,0.15,1
632713891446_0.1,0.1,1
632713891446_0.05,0.05,0
633068295842_0.25,0.25,1
633068295842_0.2,0.2,1
633068295842_0.15,0.15,1
633068295842_0.1,0.1,0
633068295842_0.05,0.05,0
633445071113_0.25,0.25,1
633445071113_0.2,0.2,1
633445071113_0.15,0.15,1
633445071113_0.1,0.1,1
633445071113_0.05,0.05,0
633531029042_0.25,0.25,1
633531029042_0.2,0.2,1
633531029042_0.15,0.15,1
633531029042_0.1,0.1,1
633531029042_0.05,0.05,0
633565072387_0.25,0.25,1
633565072387_0.2,0.2,1
633565072387_0.15,0.15,1
633565072387_0.1,0.1,1
633565072387_0.05,0.05,0
634020847615_0.25,0.25,1
634020847615_0.2,0.2,1
634020847615_0.15,0.15,1
634020847615_0.1,0.1,0
634020847615_0.05,0.05,0
634281655925_0.25,0.25,1
634281655925_0.2,0.2,1
634281655925_0.15,0.15,1
634281655925_0.1,0.1,1
634281655925_0.05,0.05,0
634421327139_0.25,0.25,1
634421327139_0.2,0.2,1
634421327139_0.15,0.15,1
634421327139_0.1,0.1,0
634421327139_0.05,0.05,0
634997553463_0.25,0.25,1
634997553463_0.2,0.2,1
634997553463_0.15,0.15,1
634997553463_0.1,0.1,0
634997553463_0.05,0.05,0
635030880488_0.25,0.25,1
635030880488_0.2,0.2,1
635030880488_0.15,0.15,1
635030880488_0.1,0.1,1
635030880488_0.05,0.05,0
635210298556_0.25,0.25,1
635210298556_0.2,0.2,1
635210298556_0.15,0.15,1
635210298556_0.1,0.1,0
635210298556_0.05,0.05,0
635313694979_0.25,0.25,1
635313694979_0.2,0.2,1
635313694979_0.15,0.15,1
635313694979_0.1,0.1,0
635313694979_0.05,0.05,0
635378889742_0.25,0.25,1
635378889742_0.2,0.2,1
635378889742_0.15,0.15,1
635378889742_0.1,0.1,1
635378889742_0.05,0.05,0
635558141198_0.25,0.25,1
635558141198_0.2,0.2,1
635558141198_0.15,0.15,1
635558141198_0.1,0.1,0
635558141198_0.05,0.05,0
635652026792_0.25,0.25,1
635652026792_0.2,0.2,1
635652026792_0.15,0.15,1
635652026792_0.1,0.1,0
635652026792_0.05,0.05,0
635661867554_0.25,0.25,1
635661867554_0.2,0.2,1
635661867554_0.15,0.15,1
635661867554_0.1,0.1,1
635661867554_0.05,0.05,0
635895498859_0.25,0.25,1
635895498859_0.2,0.2,1
635895498859_0.15,0.15,1
635895498859_0.1,0.1,0
635895498859_0.05,0.05,0
635938613127_0.25,0.25,1
635938613127_0.2,0.2,1
635938613127_0.15,0.15,1
635938613127_0.1,0.1,0
635938613127_0.05,0.05,0
636618009093_0.25,0.25,1
636618009093_0.2,0.2,1
636618009093_0.15,0.15,1
636618009093_0.1,0.1,1
636618009093_0.05,0.05,0
636655342504_0.25,0.25,1
636655342504_0.2,0.2,1
636655342504_0.15,0.15,1
636655342504_0.1,0.1,1
636655342504_0.05,0.05,0
636722250482_0.25,0.25,1
636722250482_0.2,0.2,1
636722250482_0.15,0.15,1
636722250482_0.1,0.1,1
636722250482_0.05,0.05,0
636884208724_0.25,0.25,1
636884208724_0.2,0.2,1
636884208724_0.15,0.15,1
636884208724_0.1,0.1,0
636884208724_0.05,0.05,0
637426285590_0.25,0.25,1
637426285590_0.2,0.2,1
637426285590_0.15,0.15,1
637426285590_0.1,0.1,1
637426285590_0.05,0.05,0
637527052951_0.25,0.25,1
637527052951_0.2,0.2,1
637527052951_0.15,0.15,1
637527052951_0.1,0.1,0
637527052951_0.05,0.05,0
637551372969_0.25,0.25,1
637551372969_0.2,0.2,1
637551372969_0.15,0.15,1
637551372969_0.1,0.1,0
637551372969_0.05,0.05,0
637694532934_0.25,0.25,1
637694532934_0.2,0.2,1
637694532934_0.15,0.15,1
637694532934_0.1,0.1,1
637694532934_0.05,0.05,0
637742286620_0.25,0.25,1
637742286620_0.2,0.2,1
637742286620_0.15,0.15,1
637742286620_0.1,0.1,1
637742286620_0.05,0.05,0
637789731075_0.25,0.25,1
637789731075_0.2,0.2,1
637789731075_0.15,0.15,1
637789731075_0.1,0.1,0
637789731075_0.05,0.05,0
638151466592_0.25,0.25,1
638151466592_0.2,0.2,1
638151466592_0.15,0.15,1
638151466592_0.1,0.1,0
638151466592_0.05,0.05,0
638409082069_0.25,0.25,1
638409082069_0.2,0.2,1
638409082069_0.15,0.15,1
638409082069_0.1,0.1,1
638409082069_0.05,0.05,0
638459131598_0.25,0.25,1
638459131598_0.2,0.2,1
638459131598_0.15,0.15,1
638459131598_0.1,0.1,1
638459131598_0.05,0.05,0
638822259201_0.25,0.25,1
638822259201_0.2,0.2,1
638822259201_0.15,0.15,1
638822259201_0.1,0.1,1
638822259201_0.05,0.05,0
638831574894_0.25,0.25,1
638831574894_0.2,0.2,1
638831574894_0.15,0.15,1
638831574894_0.1,0.1,0
638831574894_0.05,0.05,0
638866236380_0.25,0.25,1
638866236380_0.2,0.2,1
638866236380_0.15,0.15,1
638866236380_0.1,0.1,1
638866236380_0.05,0.05,0
639280527894_0.25,0.25,1
639280527894_0.2,0.2,1
639280527894_0.15,0.15,1
639280527894_0.1,0.1,0
639280527894_0.05,0.05,0
639561100711_0.25,0.25,1
639561100711_0.2,0.2,1
639561100711_0.15,0.15,1
639561100711_0.1,0.1,1
639561100711_0.05,0.05,0
639603218949_0.25,0.25,1
639603218949_0.2,0.2,1
639603218949_0.15,0.15,1
639603218949_0.1,0.1,0
639603218949_0.05,0.05,0
639771143487_0.25,0.25,1
639771143487_0.2,0.2,1
639771143487_0.15,0.15,1
639771143487_0.1,0.1,0
639771143487_0.05,0.05,0
639785552099_0.25,0.25,1
639785552099_0.2,0.2,1
639785552099_0.15,0.15,1
639785552099_0.1,0.1,0
639785552099_0.05,0.05,0
639825956129_0.25,0.25,1
639825956129_0.2,0.2,1
639825956129_0.15,0.15,1
639825956129_0.1,0.1,0
639825956129_0.05,0.05,0
640139856887_0.25,0.25,1
640139856887_0.2,0.2,1
640139856887_0.15,0.15,1
640139856887_0.1,0.1,1
640139856887_0.05,0.05,0
640288921029_0.25,0.25,1
640288921029_0.2,0.2,1
640288921029_0.15,0.15,1
640288921029_0.1,0.1,0
640288921029_0.05,0.05,0
640610977008_0.25,0.25,1
640610977008_0.2,0.2,1
640610977008_0.15,0.15,1
640610977008_0.1,0.1,1
640610977008_0.05,0.05,0
640706925774_0.25,0.25,1
640706925774_0.2,0.2,1
640706925774_0.15,0.15,1
640706925774_0.1,0.1,0
640706925774_0.05,0.05,0
640710155146_0.25,0.25,1
640710155146_0.2,0.2,1
640710155146_0.15,0.15,1
640710155146_0.1,0.1,0
640710155146_0.05,0.05,0
640868713840_0.25,0.25,1
640868713840_0.2,0.2,1
640868713840_0.15,0.15,1
640868713840_0.1,0.1,0
640868713840_0.05,0.05,0
640901469109_0.25,0.25,1
640901469109_0.2,0.2,1
640901469109_0.15,0.15,1
640901469109_0.1,0.1,0
640901469109_0.05,0.05,0
641108241476_0.25,0.25,1
641108241476_0.2,0.2,1
641108241476_0.15,0.15,1
641108241476_0.1,0.1,1
641108241476_0.05,0.05,0
641382175371_0.25,0.25,1
641382175371_0.2,0.2,1
641382175371_0.15,0.15,1
641382175371_0.1,0.1,0
641382175371_0.05,0.05,0
641455056134_0.25,0.25,1
641455056134_0.2,0.2,1
641455056134_0.15,0.15,1
641455056134_0.1,0.1,1
641455056134_0.05,0.05,0
641624151279_0.25,0.25,1
641624151279_0.2,0.2,1
641624151279_0.15,0.15,1
641624151279_0.1,0.1,1
641624151279_0.05,0.05,0
642352874224_0.25,0.25,1
642352874224_0.2,0.2,1
642352874224_0.15,0.15,1
642352874224_0.1,0.1,1
642352874224_0.05,0.05,0
642565746336_0.25,0.25,1
642565746336_0.2,0.2,1
642565746336_0.15,0.15,1
642565746336_0.1,0.1,1
642565746336_0.05,0.05,0
642701476428_0.25,0.25,1
642701476428_0.2,0.2,1
642701476428_0.15,0.15,1
642701476428_0.1,0.1,1
642701476428_0.05,0.05,0
642891798046_0.25,0.25,1
642891798046_0.2,0.2,1
642891798046_0.15,0.15,1
642891798046_0.1,0.1,0
642891798046_0.05,0.05,0
643183969936_0.25,0.25,1
643183969936_0.2,0.2,1
643183969936_0.15,0.15,1
643183969936_0.1,0.1,1
643183969936_0.05,0.05,0
643857156589_0.25,0.25,1
643857156589_0.2,0.2,1
643857156589_0.15,0.15,1
643857156589_0.1,0.1,0
643857156589_0.05,0.05,0
643862005786_0.25,0.25,1
643862005786_0.2,0.2,1
643862005786_0.15,0.15,1
643862005786_0.1,0.1,1
643862005786_0.05,0.05,0
644019439627_0.25,0.25,1
644019439627_0.2,0.2,1
644019439627_0.15,0.15,1
644019439627_0.1,0.1,1
644019439627_0.05,0.05,0
644176424106_0.25,0.25,1
644176424106_0.2,0.2,1
644176424106_0.15,0.15,1
644176424106_0.1,0.1,0
644176424106_0.05,0.05,0
644732932162_0.25,0.25,1
644732932162_0.2,0.2,1
644732932162_0.15,0.15,1
644732932162_0.1,0.1,1
644732932162_0.05,0.05,0
644855029522_0.25,0.25,1
644855029522_0.2,0.2,1
644855029522_0.15,0.15,1
644855029522_0.1,0.1,1
644855029522_0.05,0.05,0
644893240127_0.25,0.25,1
644893240127_0.2,0.2,1
644893240127_0.15,0.15,1
644893240127_0.1,0.1,1
644893240127_0.05,0.05,0
644900568443_0.25,0.25,1
644900568443_0.2,0.2,1
644900568443_0.15,0.15,1
644900568443_0.1,0.1,0
644900568443_0.05,0.05,0
644982954878_0.25,0.25,1
644982954878_0.2,0.2,1
644982954878_0.15,0.15,1
644982954878_0.1,0.1,1
644982954878_0.05,0.05,0
645264537054_0.25,0.25,1
645264537054_0.2,0.2,1
645264537054_0.15,0.15,1
645264537054_0.1,0.1,1
645264537054_0.05,0.05,0
